Timestamp,Please enter your worker ID,Please enter the verification code you received from the interface ,"Independent of its fluency, how helpful was having access to the AI Assistant compared to not having access?",How easy was it to interact with the AI Assistant?,How clear (or fluent) were the responses from the AI Assistant?,What adjectives would you use to describe the AI Assistant?,"Did the way you chose to interact with the AI Assistant change over the course of answering questions? If so, how?",Any feedback or comments?,Why did you find the AI Assistant helpful  or unhelpful? 
6/2/2022 18:05:36,aa33bfacd896dac9d08c950741a219bb,73a010b47f234a0a8388dd23628b380d,5,4,4,"easy, helpful, interesting, fun",Yes. I started to ask more questions/prompts since questions got harder.,no,"It found the answers quite quickly and seemed to understand what I was saying. Some required more prompts, though."
6/2/2022 18:06:12,07b930fef2ef9811af34871c7c5967af,72dd6381b08f408897c315d76b528e1b,5,5,4,Resourceful ,Yes I found it was clearer how to ask it as I went along,Keep safe. Have a great weekend ,I had no clue so at least it gave me better chance. I could eliminate the ones I knew were wrong.
6/2/2022 18:18:11,b5568db52091388d521ec86210885b51,f8415054f0ea4fcdb041b1c0f7e4b370,5,5,5,"Helpful, easy, high-tech.",I think I moved to a strategy of disqualifying each available answer with the AI Assistant' help.,"The last 5 questions, the AI assistance remained disabled for. I don't know if this was intended so I'm saying here.",It was helpful to be able to access answers to these questions and disqualify them.
6/2/2022 18:22:57,676c2db717678227d492a7ac4b74dff0,99f03f49c35c48bbb1b1e685ea1e2daf,5,4,4,"Literal, competent, multi-faceted, knowledgeable. ","It did. At first, my questions were somewhat vague. As time went on, I became more specific. Or, I would ask two questions - with the second building on the first - in order to find an answer. ","Overall, I enjoyed this study; as well as interacting with the Assistant. ","Once I familiarized myself with how to use the AI Assistant, I found it much easier to find an answer (rather than simply guess). That said, it did take some time - roughly two questions - before I started to know what to ask."
6/2/2022 18:27:00,fad11a6b28282cc1f8848b4e1f958061,89abdd6c457a4b8db598cad0a4722f59,5,5,4,"Fast, efficient, helpful, concise","Yes. Depending on the question, I sometimes had to word my prompt to the AI assistant in a certain way.",,"For questions that had direct answers/solutions, the AI assistant was very prompt and helpful in its replies."
6/2/2022 18:34:21,99c9e14eafb83516ba94fa0efa32555d,2d943c92bd194e0db761c5352b99756b,5,5,5,"knowledgeable, helpful, agreeable",Tried to switch up how I was asking the questions to give it more of a challenge.,No comments.,The AI was very helpful!
6/2/2022 18:35:23,f0f8d275d1cb0d34fbe4af0d60187a75,7ea1d5af3fa149068e4839dd1e728c67,5,4,4,"quick, specific, answer changed",I had to ask complete sentences to get a more specific answer.,This thing said I was tabbing out when I WAS NOT!,"Kind of helpful, sometimes the answer changed depending on how I asked the question."
6/2/2022 18:40:58,daf9f4ab06e7306b7ff9867dd7493f36,c99e5b605075498cbf62e2ee55d62d4f,5,4,4,"Fast, intelligent, capable, efficient.",I'd just ask it a question that I feel it can understand.,No,The AI was good at taking my query and finding an appropriate answer.
6/2/2022 18:53:53,75146267f971a6dd8c343e2a70c3f526,a2a7593895f740beaa76fed73a31ae0a,5,5,5,"reliable, smart, capable",No,,It helped me find the correct answers after I entered simple queries.
6/2/2022 19:08:38,20c5bf9bb44dcbb8db0319810ec6b17a,159dc070434f4d6c8213eb20d350fe3e,5,5,5,"helpful, knowledgeable, fast","I chose to have it complete a sentence on the last question, but that was just to change tactics. I would probably normally just ask it questions as I did in the first questions.",I thought the wording on the question about the fraction of internet users in India was confusing.,"I found it very helpful. It only gave me problems on one question, and that question was, in my opinion, very poorly worded."
6/2/2022 19:10:27,93801ecc8c6c0f3017bf17c727099366,fcc6e57f0975427aa81a22cc69a698fa,5,5,4,"smart, competent, intelligent",I would rephrase the question if I did not get a clear answer the first time.,,"It was usually very helpful because it would gave me the answer.  The only one it was not very helpful with was the question about Donald Duck's nephews names.  Because no matter how I asked it, it did not give me a clear answer."
6/2/2022 19:10:50,f2e0275de8e06b2d39c70fcd943f9a6a,7f0f3eeeb4e54d779733cf1bedab1862,5,5,5,"Concise, clear, direct, informative.",I was a bit lazy with 2 of the questions and just copied and pasted the question. Hope that's alright ☺,I appreciate the opportunity.,It was essentially like have a smartphone assistant; like a little answer booklet you can always access.
6/2/2022 19:16:00,22ee44b25757d856fa07a1f3a7ec1f26,c17dc8416d2d471d90a0b5c398c07300,4,4,4,"knowledgeable, informative, interesting",No.,Thank you.,The AI Assistant was helpful because most of the time it gave me an answer that at least related to one of the answer choices.
6/2/2022 19:16:14,c19ace66daa69e60f7511dd5ca8c47fb,96d4316bed114b9fbc8a4bcc5acac99d,5,4,5,"Literal, knowledgeable, trustworthy","No, I asked the questions in the same format I was instructed to and didn't deviate. It seems to work so I went with it.",Thank you for letting me participate. ,The AI gave me more insight to questions I had no idea about. I would have had to make a guess as to what the answer would be without the AI's assistance. 
6/2/2022 19:19:40,22ee44b25757d856fa07a1f3a7ec1f26,c17dc8416d2d471d90a0b5c398c07300,5,4,4,"knowledgeable, informative, interesting",No.,Thank you.,I found the AI Assistant helpful because most of the time it gave me responses that were at least related to one of the answer choices.
6/2/2022 19:24:34,58fd87ce1f1f0f5268abc98a98ad3404,3ac66f9febb34ed9886998a31156c606,5,4,4,Compliant. Helpful. Straight-Forward. Knowledgeable.,No. I followed the examples in the instructions.,n/a,There were alot of questions i did not know the answer to.
6/2/2022 19:49:01,c38ce32f7841f2ec96e0da64598fbc02,a71095569f6b41f6993ca2d41c8aad8d,5,5,5,"Smart, fast, accurate",no,It was fun. The AI was helpful.,a lot of the questions seemed a little hard for me. the AI was very straight forward and seemed to know what it was talking about
6/2/2022 19:49:14,807dfc125f09be392a1f1b58c05b3742,53acc5c6b3df4097accc10802f23dd6d,5,5,5,"Knowledgeable, efficient, fast","No it didn't really change, the more detailed I was the better it did. ","After the Attention Check question the AI remained disabled. I don't know if that was intentional or not so I continued on answering the questions to my best ability, although I don't think I was correct on those. ",I found it helpful once I got the hang of things but after the attention check question the AI Assistant remained disabled and I wasn't able to get its help for the remaining questions. 
6/2/2022 19:52:52,b6bf78dcefe95729c1dcad05201a1aef,70b60ef463ef4720b6c5d7e8602e9809,5,4,4,"Helpful, insightful and intelligent.","No, I mostly stuck to the same method throughout the task.",It was a very engaging and interesting exercise to take part in.,I found it to be helpful in providing a workable solution to each question. The thing that I found unhelpful was some of the redundant snd repeated information that it would give on some occasions.
6/2/2022 19:53:54,840a87fe6b093f707535c12e6666e54a,178d1e8e08f24b889262cad056e6d34c,5,4,4,"Quick, thoughtful, understanding.",Yes. I learned to phrase things differently.,None.,It gave me answers to questions that I didn't know.
6/2/2022 19:54:19,397471af242a3f09d1888fd969ca220d,79a0c11c2bca4f108fe729127e8818d3,5,4,5,"Easy, loose, and simple","Yes, in later question  I did a cross check. reforming the question to ensure I got the right answer and saving time.",I did not google anything. But my screen had to be resized because the next button wasn't showing on until I figured out to lower it to 90% to get the total page even at full page. ,There were two questions I was unfamiliar with. It was just easier getting help from the harder questions.
6/2/2022 20:00:32,0ae2c0405440a1680021919628600e8f,da3d2a10262543cf913b025c920ce7d0,5,5,4,"intuitive, learned, anticipating",I began without offering possible answers then figured out it was using those possible answers as keywords in the searches.,I also found out which direction it was going then offered what it wanted in order to get what I wanted and a confirmation of the real answer.,It only took 1 - 3 tries to get a clear answer with a second confirmation of the answer.
6/2/2022 20:15:32,ae26ce2dcce13cb7f47395bb643c62a8,68d976ec9af147bdab0a3052267eb34a,2,2,3,Not great,no,,It said it couldn't generate a query with my question
6/2/2022 20:18:25,7db7c22b039e050f47a99065d5ef764e,a05f6fb83c734b2cb2f2acc843d61e9c,4,5,5,Good,None,Interesting,helpful
6/2/2022 20:20:31,b5b9258bfc4038ca6189ecf483e68d7a,bda37bbb7e0e4b58a2d86227d3832ce8,4,3,3,great effect,good,good,i feel very useful and helpful
6/2/2022 20:37:51,6b8419bd1e78c79f8025b9616c6eed11,83dd18c41488408db8bdc04b86942248,3,5,4,"fast, knowledgeable, reliable ",I tried multiple prompts to see if it would narrow down the answers I was looking for. ,,I think I used the assistant a little bit incorrectly. It did give me some interesting answers though so if I would have done it correctly it might have been very helpful.
6/2/2022 20:55:04,43c608c8ef6fa5b971ee603351939942,77131bf9c6a343bdb268f099e9b461fb,5,5,4,Good,None,Intersting,Helpful
6/2/2022 21:02:40,cd5f185907819ecb20eb122d3e508f36,f1b364c19f4c4d09b9fc5f81bc89ca93,3,5,1,Understandable,"No, it was always the same.",,This wasn't a chat it was a multiple choice question.
6/2/2022 21:03:26,9cf53ac9fa5451a616d830159b722731,0c8020ba12d34e9f8d239f5195d133a3,5,5,5,"fast, clear, intelligent, accurate",No,Very nice AI.,I found it very helpful because I could ask it the questions and get accurate answers easily and quickly.
6/2/2022 21:07:21,f42112294795a364e6738d16e5abaf04,ac187121cb2d4e6c8e02cd1d8ee862ac,4,4,5,"A virtual assistant, also called AI assistant or digital assistant, is an application program that understands natural language voice commands and completes tasks for the user.","To answer the question 'tell me about yourself,' you should mention your educational qualifications, job experience, and skills. An example is, “I am a business administration graduate and I have been working as an administrative assistant for five years.",good to study,helpful
6/2/2022 21:21:54,fbc55008e04a21d8d96c5a03d64a0fbc,ed164e3650f94172b95ceb3e0fa713a5,4,3,3,very important and good,very interact with AI,good,very helpful and good
6/2/2022 21:46:04,b277461535122dea2c23e5a3b3c87fc0,12b388b94cf941ad95d86b892e7da0c3,5,5,5,"smart, efficient, competent ","nope, I didn't change the way to interact with the AI, it understood me well from the beginning. ","the AI is really competent, seems to be smarter than Siri which is very impressive ","The AI is actually more helpful than I expected, it comes up with clear and accurate answers to all the questions and I don't have to rephrase the question in most cases"
6/2/2022 21:58:04,e2541ac5729bc341fab976d4263f5d19,1ba0de84c267441ebc579d50791c0fff,3,5,3,mediocre,I tried my best to try to repeat the question.,no,"unhelpful, as most answers were different."
6/2/2022 23:25:52,f3c05dfbf3ac009c47785366c75b3516,db20e660e4ba4092b69ae582e4039e0a,5,5,5,"easy, quick","No, it remained the same.",Interesting and smart AI! Thank you.,It gave pretty much the answers I was looking for!
6/2/2022 23:31:36,1ffae39d6a9db1d765bb59f88fe2858b,6c60655139324519bd2ac5cc3a4d7999,5,5,5,"Interesting, quick, fast, helpful, easy, insightful, and informative.",I tried to type the question to the AI but I saw it wasn't working well so I began to type the options to the AI then ask a question and that really helped the AI understand.,"This was an interesting study, thanks!",I found that the AI had a lot of knowledge at its disposal. If I was stuck with something the AI Assistant helped me with sending me in the right direction or giving me the answer. The AI assistant does well with communicating and passing on the knowledge it has access to.
